planet_num,orbit_length,planet_dist,planet_mass,planet_update,planet_name,planet_facility,planet_telescope,planet_instrument
1,3.0440499,476,0.543,2015-08-13,HATS-13 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,2.7667641,513,1.071,2015-08-13,HATS-14 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,1.74748753,689,2.17,2016-06-23,HATS-15 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,2.686502,774,3.27,2016-06-23,HATS-16 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,16.254611,339,1.338,2016-09-15,HATS-17 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,0.8378434,645,1.98,2016-10-27,HATS-18 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,1.354133,360,1.345,2014-05-14,HATS-2 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,4.7228124,207.9,2.74,2017-03-16,HATS-22 b,HATSouth,Multiple Telescopes,Multiple Instruments
1,2.1605156,747,1.47,2017-03-16,HATS-23 b,HATSouth,Multiple Telescopes,Multiple Instruments
1,1.3484954,510,2.44,2017-03-16,HATS-24 b,HATSouth,Multiple Telescopes,Multiple Instruments
1,4.2986432,466,0.613,2016-06-09,HATS-25 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,3.3023881,907,0.65,2016-06-09,HATS-26 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,4.637038,840,0.53,2016-06-09,HATS-27 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,3.1810781,521,0.672,2016-06-09,HATS-28 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,4.6058749,351,0.653,2016-06-09,HATS-29 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,3.547851,453,1.071,2014-05-14,HATS-3 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,3.1743516,339,0.706,2016-06-09,HATS-30 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,3.37796,872,0.88,2016-12-01,HATS-31 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,2.8126548,839,0.92,2016-12-01,HATS-32 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,2.5495551,255,1.192,2016-12-01,HATS-33 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,2.1061607,532,0.941,2016-12-01,HATS-34 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,1.8209993,557,1.222,2016-12-01,HATS-35 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,2.516729,420,1.323,2014-07-02,HATS-4 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,4.763387,257,0.237,2014-05-14,HATS-5 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,3.3252725,148.4,0.319,2015-05-14,HATS-6 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,3.583893,829,0.138,2015-06-17,HATS-8 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,1.9153073,622,0.837,2015-05-21,HATS-9 b,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
1,,97,,2015-05-14,HD 100546 b,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera
1,157.57,140.85,1.7,2014-05-14,HD 100655 b,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
1,383.7,52.8,1.16,2014-05-14,HD 100777 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
6,5.75969,39.02,0.0416,2015-06-25,HD 10180 c,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
6,16.357,39.02,0.0378,2015-06-25,HD 10180 d,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
6,49.748,39.02,0.0805,2015-06-25,HD 10180 e,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
6,122.744,39.02,0.0722,2015-06-25,HD 10180 f,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
6,604.67,39.02,0.0732,2015-06-25,HD 10180 g,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
6,2205,39.02,0.2066,2015-06-25,HD 10180 h,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,70.46,30.5,0.3,2014-05-14,HD 101930 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,20.8133,42,0.172,2014-05-14,HD 102117 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,4.113775,28.98,0.45,2014-05-14,HD 102195 b,Kitt Peak National Observatory,0.9 m KPNO Coude Feed Telescope,Exoplanet Tracker Interferometer
1,127.58,164.2,5.9,2014-05-14,HD 102272 b,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
1,778.1,138.5,5.9,2014-05-14,HD 102329 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,122.1,9.24,0.05,2014-05-14,HD 102365 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
1,6.495,121.07,0.96,2014-05-14,HD 102956 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,47.84,49.33,0.098,2014-05-14,HD 103197 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,4.5557,41.6,0.62,2015-01-08,HD 103720 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,5.8881,53.08,0.367,2014-05-14,HD 103774 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,55.806,20.82,0.186,2014-05-14,HD 104067 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,1043,,2.1,2014-12-03,HD 10442 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,199.505,102.04,8.3,2014-05-14,HD 104985 b,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph
1,1531,37.4,6.92,2014-05-14,HD 106252 b,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
1,2890,87.87,11,2014-05-14,HD 106270 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,9.5521,107.3,,2017-03-02,HD 106315 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,21.0576,107.3,,2017-03-02,HD 106315 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,989.2,17.35,0.94,2014-05-14,HD 10647 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,3630,36.36,9.61,2014-05-14,HD 106515 A b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,,91.83,11,2014-05-14,HD 106906 b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,Clio2 Camera
1,1075.2,32.6,6.21,2014-05-14,HD 10697 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,48.056,51.26,0.21,2014-05-14,HD 107148 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,10.8985,38.56,0.261,2014-05-14,HD 108147 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,1129,49.4,3.5,2015-01-08,HD 108341 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,443.4,138.5,2.6,2014-05-14,HD 108863 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,395.8,68.5,1.29,2014-05-14,HD 108874 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,1624,68.5,0.99,2014-05-14,HD 108874 c,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,68.27,65.6,0.77,2014-05-14,HD 109246 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
2,7.8543,56.92,0.054,2014-05-14,HD 109271 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
2,30.93,56.92,0.076,2014-05-14,HD 109271 c,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,5.24,59.03,0.28,2014-05-14,HD 109749 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,835.477,90,11.09,2014-05-14,HD 110014 b,La Silla Observatory,Multiple Telescopes,FEROS Spectrograph
1,1143,28.88,6.8,2014-08-21,HD 111232 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,825.9,32.73,4.51,2016-09-08,HD 111998 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,324,37.42,2.83,2014-05-14,HD 113337 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
2,663.2,15.9,0.36,2015-01-08,HD 113538 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
2,1818,15.9,0.93,2015-01-08,HD 113538 c,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,937.7,28.04,1.24,2014-05-14,HD 114386 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,3827,20.48,0.48,2014-05-14,HD 114613 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
1,1114,35,0.95,2014-05-14,HD 114729 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,83.9151,40.57,10.98,2014-12-17,HD 114762 b,Oak Ridge Observatory,1.55 m Wyeth Telescope,CfA Digital Speedometer
1,493.7,20.4,1.1,2014-05-14,HD 114783 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,1627.5,51.7,4.21,2014-12-03,HD 11506 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,223.6,51.7,0.36,2014-12-03,HD 11506 c,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,670,110.62,2.1,2014-05-14,HD 116029 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,2597,33.01,1.88,2014-05-14,HD 117207 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,433.7,231.5,6.5,2015-10-15,HD 11755 b,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
1,25.827,38.02,0.178,2014-05-14,HD 117618 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
1,6.1335,88.57,2.13,2014-05-14,HD 118203 b,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
2,1945,33.98,0.622,2014-05-14,HD 11964 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,37.91,33.98,0.0788,2014-05-14,HD 11964 c,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,711,66.49,6.54,2014-05-14,HD 11977 b,La Silla Observatory,Multiple Telescopes,FEROS Spectrograph
1,2082,97.66,4.5,2014-05-14,HD 120084 b,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph
1,63.33,44.37,1.22,2014-05-14,HD 121504 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,58.83,51.1,2.98,2016-02-25,HD 12484 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
1,9.6737,27.45,0.041,2014-05-14,HD 125595 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
3,559.4,52.83,3,2014-05-14,HD 125612 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
3,4.1547,52.83,0.058,2014-05-14,HD 125612 c,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
3,3008,52.83,7.2,2014-05-14,HD 125612 d,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,133.6,158.4,2.9,2015-10-15,HD 12648 b,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
2,262.709,37.16,2.176,2014-11-19,HD 12661 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
2,1708,37.16,1.812,2014-11-19,HD 12661 c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,1244,68.35,0.38,2014-05-14,HD 126614 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,453.019,,1.769,2015-06-25,HD 128311 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,921.538,,3.789,2015-06-25,HD 128311 c,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,298.2,26.03,0.89,2016-11-10,HD 128356 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,1840,67.61,1.6,2014-05-14,HD 129445 b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph
1,10.70871,29.76,1.15,2015-02-19,HD 130322 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,200887.5,98,4,2016-07-18,HD 131399 A b,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE
1,883,121.36,2.2,2014-05-14,HD 131496 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,1951,57.21,18.15,2014-05-14,HD 131664 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,471.6,300.3,14,2014-05-14,HD 13189 b,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph
1,974,70.97,5.61,2014-05-14,HD 132406 b,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
1,1544,98.52,1.49,2014-05-14,HD 132563 b,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,SARG Spectrograph
2,649,47,1.42,2016-09-08,HD 133131 A b,Las Campanas Observatory,Multiple Telescopes,Multiple Instruments
2,3568,47,0.42,2016-09-08,HD 133131 A c,Las Campanas Observatory,Multiple Telescopes,Multiple Instruments
2,5769,47,2.5,2016-09-08,HD 133131 B b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph
2,258.19,22.2,1.59,2014-05-14,HD 134987 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,5000,22.2,0.82,2014-05-14,HD 134987 c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,464.3,106.38,2,2014-05-14,HD 136418 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,330,38.45,0.223,2014-05-14,HD 137388 A b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
2,19.382,66.89,0.865,2014-05-14,HD 13908 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
2,931,66.89,5.13,2014-05-14,HD 13908 c,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
1,4218,45.52,1.88,2014-05-14,HD 13931 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,1125.7,121.36,9.76,2014-05-14,HD 139357 b,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph
1,1455,163.4,7.8,2014-09-25,HD 14067 b,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph
4,94.44,36.2,0.451,2016-02-25,HD 141399 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
4,201.99,36.2,1.33,2016-02-25,HD 141399 c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
4,1069.8,36.2,1.18,2016-02-25,HD 141399 d,Multiple Observatories,Multiple Telescopes,Multiple Instruments
4,5000,36.2,0.66,2016-02-25,HD 141399 e,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,653.22,33.46,9.316,2014-11-19,HD 141937 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
2,349.7,25.64,1.25,2014-08-21,HD 142 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
2,6005,25.64,5.3,2014-08-21,HD 142 c,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
1,1928,35.87,5.1,2014-05-14,HD 142022 A b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,1299,106.38,1.9,2014-05-14,HD 142245 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,386.3,34.57,1.62,2014-05-14,HD 142415 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,2.1974,48.7,1.21,2016-02-25,HD 143105 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
1,1046.2,65.66,3.48,2016-11-10,HD 143361 b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph
1,103.95,55.19,5.76,2014-05-14,HD 145377 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,176.3,126.1,2.9,2014-05-14,HD 145457 b,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph
1,2730,,2.28,2015-01-08,HD 145934 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,5.77152,23.44,0.02026,2015-11-19,HD 1461 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,13.5052,23.44,0.01759,2015-11-19,HD 1461 c,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
2,44.236,42.96,2.12,2014-05-14,HD 147018 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
2,1008,42.96,6.56,2014-05-14,HD 147018 c,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,528.4,12.87,1.21,2014-05-14,HD 147513 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,116.596,104.93,5.14,2016-11-10,HD 147873 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,491.54,104.93,2.3,2016-11-10,HD 147873 c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,1027,53.05,0.85,2014-05-14,HD 148156 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,331.5,59.28,0.96,2014-05-14,HD 148427 b,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
1,2.8758911,78.86,0.368,2014-10-15,HD 149026 b,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph
1,4.088,63.49,1.36,2016-03-10,HD 149143 b,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
1,431.8,167.5,3.1,2014-05-14,HD 1502 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,5894,27.23,2.71,2014-07-23,HD 150706 b,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
1,2899,83.33,2.18,2016-11-10,HD 152079 b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph
1,689,182.82,1.5,2014-05-14,HD 152581 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,499.4,51.87,2.73,2014-05-14,HD 153950 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,3342,18.06,0.947,2014-05-14,HD 154345 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,163.967,64.77,4.73,2016-11-10,HD 154672 b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph
2,408.6,68.54,2.24,2014-05-14,HD 154857 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
2,3452,68.54,2.58,2014-05-14,HD 154857 c,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
1,818.8,75.13,2.6,2016-03-17,HD 155233 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
2,194.3,43.4,0.85,2014-05-14,HD 155358 b,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
2,391.9,43.4,0.82,2014-05-14,HD 155358 c,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
1,131.05,35.37,9.71,2014-05-14,HD 156279 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
1,842.2,55.1,0.74,2014-06-25,HD 156411 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,4.6455,24.05,0.013,2014-05-14,HD 156668 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,359.5546,49,10.57,2014-05-14,HD 156846 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,521,114.15,1.8,2014-05-14,HD 158038 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,12.62,68.59,1.13,2014-05-14,HD 159243 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
2,248.4,68.59,1.9,2014-05-14,HD 159243 c,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
2,1178.4,52.72,2.1,2014-05-14,HD 159868 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
2,352.3,52.72,0.73,2014-05-14,HD 159868 c,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
2,577.9,84.6,0.96,2015-04-01,HD 1605 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
2,2111,84.6,3.48,2015-04-01,HD 1605 c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
4,643.25,15.28,1.08,2014-08-21,HD 160691 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
4,4205.8,15.28,1.814,2014-08-21,HD 160691 c,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
4,9.6386,15.28,0.03321,2014-08-21,HD 160691 d,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
4,310.55,15.28,0.5219,2014-08-21,HD 160691 e,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,75.523,35.91,0.26,2014-05-14,HD 16141 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,995.4,59.84,4.77,2016-05-19,HD 16175 b,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
1,8.428198,31.26,14.4,2014-05-14,HD 162020 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
2,75.29,69.44,0.77,2015-02-05,HD 163607 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,1314,69.44,2.29,2014-06-25,HD 163607 c,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,17.24,25.54,0.0696,2014-05-14,HD 16417 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
1,282.4,51.81,0.48,2014-06-25,HD 164509 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,40,28.93,0.05078,2015-09-10,HD 164595 b,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph
1,606.4,37.98,2.7,2014-05-14,HD 164604 b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph
2,1201.1,22.13,0.33855,2016-10-27,HD 164922 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,75.765,22.13,0.04059,2016-10-27,HD 164922 c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,434.5,64.98,2.89,2016-11-10,HD 165155 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,270,110.62,6.43,2015-04-01,HD 1666 b,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,5144,42.99,3.53,2014-05-14,HD 166724 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,420.77,50,1.7,2014-05-14,HD 167042 b,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
2,58.11247,37.88,7.659,2014-06-25,HD 168443 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,1749.83,37.88,17.193,2015-02-05,HD 168443 c,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,6.404,43.12,0.248,2014-06-25,HD 168746 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,533,7.01,6.1,2014-05-14,HD 1690 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
2,225.62,36.32,2.88,2014-06-25,HD 169830 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
2,2102,36.32,4.04,2014-06-25,HD 169830 c,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,1145,64.98,0.67,2014-07-02,HD 170469 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,359.9,,4.6,2014-07-02,HD 17092 b,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
1,550,90,1.98,2014-07-02,HD 171028 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,1523,44.05,2.6,2014-07-02,HD 171238 b,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
1,21.21663,75,3.22,2014-10-29,HD 17156 b,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph
1,323.6,134.95,2.7,2014-07-09,HD 173416 b,Xinglong Station,2.16 m Telescope,Coude Echelle Spectrograph
1,1290,67.02,7.8,2014-05-14,HD 175167 b,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph
1,297.3,127.55,0.61,2014-07-09,HD 175541 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,29.01,45.27,0.02825,2015-11-19,HD 175607 b,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
1,623.8,44.5,0.87,2017-03-02,HD 17674 b,Haute-Provence Observatory,1.93 m Telescope,Multiple Instruments
2,406.6,59.03,1.49,2014-05-14,HD 177830 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
2,110.9,59.03,0.15,2014-05-14,HD 177830 c,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,71.484,47,7.03,2014-05-14,HD 178911 B b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,14.476,63.69,0.0866,2014-07-09,HD 179079 b,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
1,3.092514,27.05,0.916,2014-07-09,HD 179949 b,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
1,396.03,131.75,22,2015-09-10,HD 180314 b,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph
